time [ms],value [mm]
7850,0.15142006
7855,0.15135777
7860,0.15115676
7865,0.15118085
7870,0.15104129
7875,0.15106524
7880,0.15081335
7885,0.15078569
7890,0.15064484
7895,0.15053622
7900,0.15042673
7905,0.15036529
7910,0.15025139
7915,0.15012908
7920,0.14983755
7925,0.14982501
7930,0.14964909
7935,0.14953491
7940,0.14929413
7945,0.14925763
7950,0.14910881
7955,0.14903439
7960,0.14894344
7965,0.14901672
7970,0.14906020
7975,0.14906433
7980,0.14911936
7985,0.14920888
7990,0.14908771
7995,0.14922984
8000,0.14927004
8005,0.14933918
8010,0.14936484
8015,0.14956969
8020,0.14953662
8025,0.14968944
8030,0.14979963
8035,0.14982743
8040,0.14997141
8045,0.15013464
8050,0.15024426
8055,0.15039979
8060,0.15053836
8065,0.15070115
8070,0.15079039
8075,0.15097258
8080,0.15111499
8085,0.15111171
8090,0.15136903
8095,0.15145428
8100,0.15162563
8105,0.15162363
8110,0.15169348
8115,0.15172342
8120,0.15162135
8125,0.15174124
8130,0.15171715
8135,0.15163946
8140,0.15148706
8145,0.15148150
8150,0.15130032
8155,0.15126339
8160,0.15126068
8165,0.15113709
8170,0.15111955
8175,0.15103873
8180,0.15089531
8185,0.15084585
8190,0.15078498
8195,0.15063757
8200,0.15052952
8205,0.15052510
8210,0.15039095
8215,0.15033336
8220,0.15007647
8225,0.15006593
8230,0.14988759
8235,0.14974346
8240,0.14958124
8245,0.14945550
8250,0.14925692
8255,0.14915585
8260,0.14913618
8265,0.14910553
8270,0.14912919
8275,0.14906233
8280,0.14902983
8285,0.14908586
8290,0.14906433
8295,0.14907303
8300,0.14912848
8305,0.14918279
8310,0.14913746
8315,0.14925521
8320,0.14923540
8325,0.14930154
8330,0.14939905
8335,0.14946206
8340,0.14954574
8345,0.14963412
8350,0.14975401
8355,0.14997312
8360,0.15001033
8365,0.15010199
8370,0.15022644
8375,0.15037812
8380,0.15055703
8385,0.15064827
8390,0.15084057
8395,0.15106111
8400,0.15117002
8405,0.15140581
8410,0.15147894
8415,0.15159213
8420,0.15169462
8425,0.15182007
8430,0.15182278
8435,0.15182905
8440,0.15182692
8445,0.15178814
8450,0.15176875
8455,0.15166569
8460,0.15164573
8465,0.15156219
8470,0.15144971
8475,0.15149890
8480,0.15129689
8485,0.15136447
8490,0.15121535
8495,0.15102917
8500,0.15102946
8505,0.15083330
8510,0.15077785
8515,0.15066965
8520,0.15057243
8525,0.15051783
8530,0.15034419
8535,0.15025795
8540,0.15014162
8545,0.15005409
8550,0.14983228
8555,0.14974603
8560,0.14954631
8565,0.14938978
8570,0.14937596
8575,0.14919833
8580,0.14918251
8585,0.14913190
8590,0.14909042
8595,0.14896611
8600,0.14903938
8605,0.14907559
8610,0.14909113
8615,0.14904965
8620,0.14914102
8625,0.14912663
8630,0.14912948
8635,0.14920019
8640,0.14931081
8645,0.14927260
8650,0.14940432
8655,0.14943711
8660,0.14956384
8665,0.14967632
8670,0.14971581
8675,0.14986920
8680,0.15008859
8685,0.15007647
8690,0.15027634
8695,0.15045154
8700,0.15049758
8705,0.15074064
8710,0.15086139
8715,0.15101863
8720,0.15123317
8725,0.15143275
8730,0.15152855
8735,0.15163390
8740,0.15177503
8745,0.15183119
8750,0.15199542
8755,0.15185628
8760,0.15187567
8765,0.15171415
8770,0.15178586
8775,0.15173254
8780,0.15158215
8785,0.15157203
8790,0.15147523
8795,0.15139925
8800,0.15135363
8805,0.15116204
8810,0.15108377
8815,0.15096731
8820,0.15091627
8825,0.15077813
8830,0.15076673
8835,0.15056558
8840,0.15036387
8845,0.15022701
8850,0.14996542
8855,0.14993335
8860,0.14971524
8865,0.14960761
8870,0.14948287
8875,0.14945336
8880,0.14968944
8885,0.14994575
8890,0.14992708
8895,0.15006849
8900,0.15004511
8905,0.14997925
8910,0.14996329
8915,0.14992109
8920,0.14990470
8925,0.14998895
8930,0.15000006
8935,0.15008460
8940,0.15016942
8945,0.15017441
8950,0.15023671
8955,0.15024441
8960,0.15042930
8965,0.15053037
8970,0.15052538
8975,0.15067792
8980,0.15086595
8985,0.15096916
8990,0.15105127
8995,0.15116631
9000,0.15139568
9005,0.15149006
9010,0.15172984
9015,0.15189007
9020,0.15201537
9025,0.15216320
9030,0.15238288
9035,0.15251660
9040,0.15266001
9045,0.15277391
9050,0.15287484
9055,0.15288610
9060,0.15286372
9065,0.15290735
9070,0.15286230
9075,0.15277477
9080,0.15276978
9085,0.15269280
9090,0.15266557
9095,0.15259672
9100,0.15254026
9105,0.15245701
9110,0.15236164
9115,0.15224902
9120,0.15221324
9125,0.15200924
9130,0.15193483
9135,0.15182535
9140,0.15163746
9145,0.15150617
9150,0.15131015
9155,0.15109760
9160,0.15097130
9165,0.15075347
9170,0.15051569
9175,0.15028004
9180,0.15004340
9185,0.14986050
9190,0.14975501
9195,0.14963455
9200,0.14963755
9205,0.14969471
9210,0.14969343
9215,0.14967375
9220,0.14976969
9225,0.14972536
9230,0.14975002
9235,0.14971709
9240,0.14977839
9245,0.14990298
9250,0.14987832
9255,0.15004340
9260,0.15015631
9265,0.15026451
9270,0.15034320
9275,0.15057143
9280,0.15074862
9285,0.15087365
9290,0.15105241
9295,0.15118114
9300,0.15129205
9305,0.15145014
9310,0.15166939
9315,0.15179741
9320,0.15197432
9325,0.15210276
9330,0.15228951
9335,0.15251660
9340,0.15264262
9345,0.15285674
9350,0.15306430
9355,0.15307257
9360,0.15315568
9365,0.15310550
9370,0.15296793
9375,0.15283692
9380,0.15279202
9385,0.15266358
9390,0.15255039
9395,0.15252287
9400,0.15236620
9405,0.15229222
9410,0.15216320
9415,0.15199057
9420,0.15183119
9425,0.15169249
9430,0.15157374
9435,0.15135049
9440,0.15121336
9445,0.15101406
9450,0.15085355
9455,0.15058896
9460,0.15035931
9465,0.15013435
9470,0.14996157
9475,0.14983755
9480,0.14977525
9485,0.14979578
9490,0.14970070
9495,0.14969742
9500,0.14964738
9505,0.14964610
9510,0.14957525
9515,0.14956085
9520,0.14947503
9525,0.14944011
9530,0.14957325
9535,0.14963455
9540,0.14960419
9545,0.14961488
9550,0.14980690
9555,0.14981346
9560,0.14991282
9565,0.15007676
9570,0.15009087
9575,0.15023699
9580,0.15039380
9585,0.15046964
9590,0.15067720
9595,0.15082461
9600,0.15094792
9605,0.15113866
9610,0.15125912
9615,0.15149790
9620,0.15156290
9625,0.15171415
9630,0.15197275
9635,0.15212714
9640,0.15223306
9645,0.15238488
9650,0.15249522
9655,0.15260142
9660,0.15270349
9665,0.15276265
9670,0.15267355
9675,0.15274982
9680,0.15265802
9685,0.15256293
9690,0.15254682
9695,0.15248453
9700,0.15237447
9705,0.15227112
9710,0.15211317
9715,0.15212543
9720,0.15203291
9725,0.15193697
9730,0.15178786
9735,0.15170916
9740,0.15154409
9745,0.15142434
9750,0.15123944
9755,0.15117700
9760,0.15086695
9765,0.15068661
9770,0.15046138
9775,0.15024583
9780,0.15009486
9785,0.14993121
9790,0.14981802
9795,0.14984382
9800,0.14984938
9805,0.14974603
9810,0.14979379
9815,0.14963526
9820,0.14960062
9825,0.14964867
9830,0.14957767
9835,0.14958509
9840,0.14955401
9845,0.14962101
9850,0.14967974
9855,0.14960633
9860,0.14971738
9865,0.14978666
9870,0.14987661
9875,0.15000819
9880,0.15004411
9885,0.15017669
9890,0.15027776
9895,0.15039851
9900,0.15049259
9905,0.15074862
9910,0.15085141
9915,0.15105027
9920,0.15116874
9925,0.15133838
9930,0.15149433
9935,0.15158357
9940,0.15182592
9945,0.15197631
9950,0.15219785
9955,0.15236492
9960,0.15247241
9965,0.15260370
9970,0.15285303
9975,0.15292189
9980,0.15298632
9985,0.15297620
9990,0.15301982
9995,0.15298176
10000,0.15288796
10005,0.15277876
10010,0.15269351
10015,0.15263335
10020,0.15253984
10025,0.15245003
10030,0.15234026
10035,0.15225957
10040,0.15209050
10045,0.15193626
10050,0.15183632
10055,0.15166939
10060,0.15156091
10065,0.15142192
10070,0.15126796
10075,0.15107978
10080,0.15094336
10085,0.15071299
10090,0.15037285
10095,0.15016842
10100,0.14995986
10105,0.14980377
10110,0.14972636
10115,0.14966164
10120,0.14970497
10125,0.14973791
10130,0.14969157
10135,0.14961816
10140,0.14964539
10145,0.14958950
10150,0.14948686
10155,0.14954246
10160,0.14954474
10165,0.14971182
10170,0.14973334
10175,0.14979022
10180,0.14991182
10185,0.15004583
10190,0.15015702
10195,0.15022673
10200,0.15036130
10205,0.15048461
10210,0.15066723
10215,0.15077414
10220,0.15094165
10225,0.15104257
10230,0.15117458
10235,0.15138770
10240,0.15148849
10245,0.15151900
10250,0.15175350
10255,0.15182278
10260,0.15202136
10265,0.15207796
10270,0.15227140
10275,0.15243534
10280,0.15241068
10285,0.15251232
10290,0.15246286
10295,0.15255138
10300,0.15248567
10305,0.15239258
10310,0.15236620
10315,0.15232344
10320,0.15212799
10325,0.15200354
10330,0.15193953
10335,0.15180368
10340,0.15172599
10345,0.15166184
10350,0.15137273
10355,0.15122889
10360,0.15107094
10365,0.15085027
10370,0.15057585
10375,0.15035731
10380,0.15005210
10385,0.14984482
10390,0.14969343
10395,0.14955429
10400,0.14955586
10405,0.14949870
10410,0.14950625
10415,0.14939107
10420,0.14942129
10425,0.14934431
10430,0.14929498
10435,0.14931181
10440,0.14927987
10445,0.14939905
10450,0.14938779
10455,0.14941772
10460,0.14952892
10465,0.14964981
10470,0.14969200
10475,0.14993534
10480,0.14996086
10485,0.15010698
10490,0.15022901
10495,0.15031882
10500,0.15054106
10505,0.15072225
10510,0.15078940
10515,0.15091926
10520,0.15108577
10525,0.15120737
10530,0.15135021
10535,0.15151272
10540,0.15174167
10545,0.15192899
10550,0.15199413
10555,0.15216791
10560,0.15223961
10565,0.15241453
10570,0.15248210
10575,0.15255338
10580,0.15257305
10585,0.15263891
10590,0.15259814
10595,0.15263136
10600,0.15253299
10605,0.15249807
10610,0.15250790
10615,0.15235038
10620,0.15222308
10625,0.15218815
10630,0.15212899
10635,0.15193882
10640,0.15184302
10645,0.15169904
10650,0.15153582
10655,0.15139497
10660,0.15123631
10665,0.15112982
10670,0.15088177
10675,0.15066993
10680,0.15044156
10685,0.15014048
10690,0.14995830
10695,0.14968787
10700,0.14961645
10705,0.14965565
10710,0.14948159
10715,0.14937168
10720,0.14938907
10725,0.14933462
10730,0.14930425
10735,0.14928158
10740,0.14921273
10745,0.14921872
10750,0.14919306
10755,0.14917395
10760,0.14923155
10765,0.14926605
10770,0.14934673
10775,0.14940718
10780,0.14948886
10785,0.14955258
10790,0.14959735
10795,0.14972764
10800,0.14978666
10805,0.14983028
10810,0.14999636
10815,0.15014219
10820,0.15025139
10825,0.15037613
10830,0.15042474
10835,0.15064755
10840,0.15068048
10845,0.15086823
10850,0.15101606
10855,0.15113281
10860,0.15115377
10865,0.15133025
10870,0.15145599
10875,0.15155620
10880,0.15164573
10885,0.15174794
10890,0.15185628
10895,0.15197532
10900,0.15215893
10905,0.15209606
10910,0.15213526
10915,0.15217005
10920,0.15224147
10925,0.15219343
10930,0.15226200
10935,0.15221624
10940,0.15226884
10945,0.15221809
10950,0.15222607
10955,0.15221709
10960,0.15228566
10965,0.15224018
10970,0.15214424
10975,0.15212856
10980,0.15216848
10985,0.15212087
10990,0.15211417
10995,0.15208052
11000,0.15211160
11005,0.15209121
11010,0.15211160
11015,0.15210761
11020,0.15211417
11025,0.15212571
11030,0.15226855
11035,0.15224175
11040,0.15222807
11045,0.15225530
11050,0.15227169
11055,0.15234653
11060,0.15236293
11065,0.15229920
11070,0.15232543
11075,0.15241168
11080,0.15236064
11085,0.15239215
11090,0.15238830
11095,0.15236749
11100,0.15243534
11105,0.15246500
11110,0.15251033
11115,0.15253470
11120,0.15250306
11125,0.15241795
11130,0.15250234
11135,0.15249393
11140,0.15253228
11145,0.15257220
11150,0.15257847
11155,0.15257676
11160,0.15253371
11165,0.15258788
11170,0.15251945
11175,0.15247212
11180,0.15251232
11185,0.15250206
11190,0.15246400
11195,0.15247939
11200,0.15245402
11205,0.15248367
11210,0.15243335
11215,0.15244518
11220,0.15238288
11225,0.15237618
11230,0.15226613
11235,0.15220141
11240,0.15218259
11245,0.15214482
11250,0.15206940
11255,0.15204389
11260,0.15199641
11265,0.15194053
11270,0.15190461
11275,0.15176391
11280,0.15175621
11285,0.15166184
11290,0.15161665
11295,0.15161836
11300,0.15154066
11305,0.15139996
11310,0.15133866
11315,0.15126411
11320,0.15125128
11325,0.15117387
11330,0.15103701
11335,0.15098014
11340,0.15097857
11345,0.15090472
11350,0.15084727
11355,0.15077785
11360,0.15070999
11365,0.15067122
11370,0.15071370
11375,0.15057713
11380,0.15055218
11385,0.15052125
11390,0.15043343
11395,0.15034648
11400,0.15032709
11405,0.15035503
11410,0.15030741
11415,0.15023885
11420,0.15015759
11425,0.15016486
11430,0.15009743
11435,0.15004226
11440,0.14996428
11445,0.14990070
11450,0.14987020
11455,0.14988944
11460,0.14972365
11465,0.14969157
11470,0.14965038
11475,0.14965394
11480,0.14954175
11485,0.14937496
11490,0.14949413
11495,0.14926248
11500,0.14934759
11505,0.14925236
11510,0.14915984
11515,0.14919306
11520,0.14914445
11525,0.14904665
11530,0.14903753
11535,0.14903126
11540,0.14897623
11545,0.14892220
11550,0.14897138
11555,0.14887758
11560,0.14891864
11565,0.14886903
11570,0.14874914
11575,0.14891564
11580,0.14881885
11585,0.14884850
11590,0.14878777
11595,0.14886304
11600,0.14888086
11605,0.14880973
11610,0.14890053
11615,0.14891436
11620,0.14882826
11625,0.14890481
11630,0.14894358
11635,0.14899006
11640,0.14905677
11645,0.14894301
11650,0.14913219
11655,0.14910581
11660,0.14916084
11665,0.14911864
11670,0.14917125
11675,0.14923839
11680,0.14929598
11685,0.14937995
11690,0.14931865
11695,0.14945522
11700,0.14947361
11705,0.14957995
11710,0.14966877
11715,0.14971110
11720,0.14976257
11725,0.14989044
11730,0.14987376
11735,0.14994803
11740,0.14996585
11745,0.15003684
11750,0.15011625
11755,0.15019152
11760,0.15026222
11765,0.15031326
11770,0.15040934
11775,0.15046066
11780,0.15046893
11785,0.15061177
11790,0.15063572
11795,0.15066466
11800,0.15081335
11805,0.15086467
11810,0.15083188
11815,0.15099553
11820,0.15102490
11825,0.15104685
11830,0.15113181
11835,0.15112925
11840,0.15117700
11845,0.15131372
11850,0.15127765
11855,0.15137943
11860,0.15138214
11865,0.15144202
11870,0.15151315
11875,0.15153482
11880,0.15148906
11885,0.15164373
11890,0.15166412
11895,0.15176020
11900,0.15181651
11905,0.15174438
11910,0.15181337
11915,0.15188793
11920,0.15194467
11925,0.15190076
11930,0.15201580
11935,0.15207211
11940,0.15201851
11945,0.15213484
11950,0.15216064
11955,0.15219870
11960,0.15221281
11965,0.15221395
11970,0.15229222
11975,0.15234625
11980,0.15241325
11985,0.15236093
11990,0.15234211
11995,0.15244162
12000,0.15245972
12005,0.15245274
12010,0.15254026
12015,0.15258859
12020,0.15261525
12025,0.15267612
12030,0.15268966
12035,0.15272773
12040,0.15278275
12045,0.15275837
12050,0.15271361
12055,0.15277192
12060,0.15273728
12065,0.15272944
12070,0.15272445
12075,0.15273599
12080,0.15277705
12085,0.15269066
12090,0.15269907
12095,0.15268097
12100,0.15262808
12105,0.15266129
12110,0.15263706
12115,0.15264989
12120,0.15253114
12125,0.15256992
12130,0.15248524
12135,0.15245402
12140,0.15241253
12145,0.15241353
12150,0.15246357
12155,0.15234653
12160,0.15236891
12165,0.15233955
12170,0.15227896
12175,0.15222636
12180,0.15213027
12185,0.15206655
12190,0.15198786
12195,0.15188422
12200,0.15190988
12205,0.15183747
12210,0.15184274
12215,0.15174167
12220,0.15160196
12225,0.15159469
12230,0.15150859
12235,0.15146639
12240,0.15135149
12245,0.15133382
12250,0.15123417
12255,0.15122690
12260,0.15107493
12265,0.15103146
12270,0.15096559
12275,0.15090373
12280,0.15091755
12285,0.15088305
12290,0.15081377
12295,0.15075518
12300,0.15078797
12305,0.15068733
12310,0.15071798
12315,0.15062645
12320,0.15069232
12325,0.15056729
12330,0.15054563
12335,0.15056786
12340,0.15044883
12345,0.15048818
12350,0.15038568
12355,0.15040977
12360,0.15045995
12365,0.15036002
12370,0.15037841
12375,0.15048105
12380,0.15043030
12385,0.15042260
12390,0.15037413
12395,0.15039095
12400,0.15039309
12405,0.15038497
12410,0.15041690
12415,0.15042901
12420,0.15041433
12425,0.15045781
12430,0.15041433
12435,0.15039908
12440,0.15039822
12445,0.15041390
12450,0.15044954
12455,0.15045781
12460,0.15051925
12465,0.15055332
12470,0.15048076
12475,0.15049687
12480,0.15057770
12485,0.15050072
12490,0.15053066
12495,0.15062147
12500,0.15067792
12505,0.15073052
12510,0.15076359
12515,0.15084100
12520,0.15084300
12525,0.15088705
12530,0.15088605
12535,0.15092212
12540,0.15106382
12545,0.15114493
12550,0.15113310
12555,0.15118157
12560,0.15121606
12565,0.15130687
12570,0.15127195
12575,0.15117629
12580,0.15129732
12585,0.15124329
12590,0.15121535
12595,0.15124215
12600,0.15121963
12605,0.15123902
12610,0.15123046
12615,0.15140167
12620,0.15131799
12625,0.15153382
12630,0.15143375
12635,0.15135577
12640,0.15141564
12645,0.15134180
12650,0.15143218
12655,0.15136119
12660,0.15141564
12665,0.15136475
12670,0.15145328
12675,0.15144729
12680,0.15131942
12685,0.15149704
12690,0.15128079
12695,0.15154166
12700,0.15129005
12705,0.15148550
12710,0.15141008
12715,0.15139540
12720,0.15151700
12725,0.15140752
12730,0.15151843
12735,0.15138457
12740,0.15144658
12745,0.15141208
12750,0.15149177
12755,0.15142747
12760,0.15147067
12765,0.15149262
12770,0.15133096
12775,0.15158614
12780,0.15131072
12785,0.15148877
12790,0.15138713
12795,0.15149334
12800,0.15141080
12805,0.15139298
12810,0.15148022
12815,0.15137687
12820,0.15144102
12825,0.15135819
12830,0.15152954
12835,0.15145085
12840,0.15150331
12845,0.15148150
12850,0.15144273
12855,0.15143161
12860,0.15142534
12865,0.15150232
12870,0.15142747
12875,0.15142633
12880,0.15146867
12885,0.15148279
12890,0.15146539
12895,0.15144344
12900,0.15153653
12905,0.15148450
12910,0.15150588
12915,0.15148906
12920,0.15142092
12925,0.15138884
12930,0.15143475
12935,0.15144629
12940,0.15141778
12945,0.15144501
12950,0.15144971
12955,0.15144002
12960,0.15145128
12965,0.15142092
12970,0.15143517
12975,0.15145456
12980,0.15145256
12985,0.15151515
12990,0.15137031
12995,0.15149576
13000,0.15149576
13005,0.15147552
13010,0.15147723
13015,0.15144415
13020,0.15143475
13025,0.15148749
13030,0.15134764
13035,0.15138186
13040,0.15137587
13045,0.15146739
13050,0.15137316
13055,0.15147523
13060,0.15148051
13065,0.15149177
13070,0.15145356
13075,0.15142633
13080,0.15137459
13085,0.15139269
13090,0.15141978
13095,0.15146611
13100,0.15141636
13105,0.15138813
13110,0.15147038
13115,0.15147994
13120,0.15133909
13125,0.15139397
13130,0.15142747
13135,0.15143090
13140,0.15144073
13145,0.15142363
13150,0.15137202
13155,0.15148022
13160,0.15149362
13165,0.15143061
13170,0.15148977
13175,0.15143275
13180,0.15142819
13185,0.15141051
13190,0.15138913
13195,0.15142961
13200,0.15149604
13205,0.15144102
13210,0.15142747
13215,0.15143218
13220,0.15150260
13225,0.15143717
13230,0.15139611
13235,0.15145228
13240,0.15142648
13245,0.15141564
13250,0.15139169
13255,0.15137231
13260,0.15147395
13265,0.15143788
13270,0.15142163
13275,0.15139925
13280,0.15145000
13285,0.15139540
13290,0.15145741
13295,0.15141422
13300,0.15144344
13305,0.15139340
13310,0.15137730
13315,0.15140224
13320,0.15141179
13325,0.15146112
13330,0.15142263
13335,0.15141080
13340,0.15147552
13345,0.15141080
13350,0.15144529
13355,0.15140794
13360,0.15148706
13365,0.15142063
13370,0.15148849
13375,0.15145256
13380,0.15149177
13385,0.15139754
13390,0.15141906
13395,0.15141536
13400,0.15145984
13405,0.15143346
13410,0.15144529
13415,0.15137687
13420,0.15137829
13425,0.15174708
13430,0.15201580
13435,0.15147195
13440,0.15101577
13445,0.15228666
13450,0.15108905
13455,0.15190817
13460,0.15084200
13465,0.15197104
13470,0.15160624
13475,0.15116275
13480,0.15183675
13485,0.15113866
13490,0.15202478
13495,0.15111713
13500,0.15171587
13505,0.15138186
13510,0.15143546
13515,0.15151942
13520,0.15119411
13525,0.15182036
13530,0.15110017
13535,0.15166283
13540,0.15122718
13545,0.15152498
13550,0.15149604
13555,0.15138314
13560,0.15154893
13565,0.15125684
13570,0.15165385
13575,0.15140623
13580,0.15155392
13585,0.15142120
13590,0.15151942
13595,0.15146212
13600,0.15150232
13605,0.15142919
13610,0.15145000
13615,0.15143218
13620,0.15141878
13625,0.15146967
13630,0.15142690
13635,0.15139241
13640,0.15153411
13645,0.15151629
13650,0.15145185
13655,0.15153582
13660,0.15143617
13665,0.15146083
13670,0.15149961
13675,0.15144002
13680,0.15157160
13685,0.15142491
13690,0.15140025
13695,0.15141878
13700,0.15145684
13705,0.15142491
13710,0.15154166
13715,0.15140124
13720,0.15137986
13725,0.15146996
13730,0.15144872
13735,0.15143218
13740,0.15145385
13745,0.15147138
13750,0.15138485
13755,0.15145855
13760,0.15142819
13765,0.15154309
13770,0.15151486
13775,0.15147552
13780,0.15146311
13785,0.15149704
13790,0.15149790
13795,0.15151415
13800,0.15148179
13805,0.15143574
13810,0.15144415
13815,0.15143475
13820,0.15148706
13825,0.15150331
13830,0.15148279
13835,0.15148749
13840,0.15150132
13845,0.15140524
13850,0.15149505
13855,0.15142434
13860,0.15148550
13865,0.15146440
13870,0.15154038
13875,0.15146468
13880,0.15147723
13885,0.15143418
13890,0.15144344
13895,0.15151700
13900,0.15146539
13905,0.15150716
13910,0.15152570
13915,0.15147338
13920,0.15143546
13925,0.15147765
13930,0.15148607
13935,0.15144701
13940,0.15150232
13945,0.15144800
13950,0.15145641
13955,0.15145984
13960,0.15152570
13965,0.15151515
13970,0.15146055
13975,0.15146810
13980,0.15145256
13985,0.15146055
13990,0.15149148
13995,0.15145955
14000,0.15151843
14005,0.15145385
14010,0.15143018
14015,0.15141607
14020,0.15145456
14025,0.15144971
14030,0.15145499
14035,0.15145014
14040,0.15146083
14045,0.15146782
14050,0.15142363
14055,0.15139925
14060,0.15145428
14065,0.15140581
14070,0.15145641
14075,0.15137459
14080,0.15140695
14085,0.15143617
14090,0.15142120
14095,0.15145527
14100,0.15142006
14105,0.15142990
14110,0.15148849
14115,0.15148150
14120,0.15148706
14125,0.15149790
14130,0.15147038
14135,0.15142847
14140,0.15136133
14145,0.15145784
14150,0.15147623
14155,0.15139754
14160,0.15135948
14165,0.15144501
14170,0.15143831
14175,0.15139611
14180,0.15142234
14185,0.15148550
14190,0.15134665
14195,0.15143246
14200,0.15144872
14205,0.15140794
14210,0.15150545
14215,0.15146155
14220,0.15140196
14225,0.15146639
14230,0.15146055
14235,0.15147038
14240,0.15139697
14245,0.15145499
14250,0.15145812
14255,0.15146996
14260,0.15147723
14265,0.15144073
14270,0.15149120
14275,0.15145085
14280,0.15146340
14285,0.15145855
14290,0.15154009
14295,0.15149148
14300,0.15155877
14305,0.15147452
14310,0.15148079
14315,0.15148350
14320,0.15142120
14325,0.15137459
14330,0.15147822
14335,0.15144658
14340,0.15148607
14345,0.15140851
14350,0.15145784
14355,0.15139668
14360,0.15138984
14365,0.15142605
14370,0.15142434
14375,0.15149334
14380,0.15148607
14385,0.15151700
14390,0.15137202
14395,0.15144202
14400,0.15143275
14405,0.15144373
14410,0.15142163
14415,0.15144373
14420,0.15153938
14425,0.15150360
14430,0.15153924
14435,0.15107565
14440,0.15201709
14445,0.15091028
14450,0.15182763
14455,0.15093309
14460,0.15150916
14465,0.15128506
14470,0.15133866
14475,0.15163161
14480,0.15117700
14485,0.15184374
14490,0.15119696
14495,0.15171316
14500,0.15130060
14505,0.15160025
14510,0.15161764
14515,0.15123445
14520,0.15169377
14525,0.15125755
14530,0.15169377
14535,0.15130759
14540,0.15147994
14545,0.15146269
14550,0.15139440
14555,0.15147965
14560,0.15140025
14565,0.15161080
14570,0.15138670
14575,0.15155036
14580,0.15136375
14585,0.15157374
14590,0.15150588
14595,0.15145057
14600,0.15153553
14605,0.15153197
14610,0.15145256
14615,0.15144173
14620,0.15142562
14625,0.15138114
14630,0.15146996
14635,0.15146511
14640,0.15154309
14645,0.15143646
14650,0.15159013
14655,0.15144073
14660,0.15154836
14665,0.15148607
14670,0.15150089
14675,0.15148607
14680,0.15133353
14685,0.15151116
14690,0.15139640
14695,0.15148179
14700,0.15147138
14705,0.15148550
14710,0.15150360
14715,0.15138542
14720,0.15154665
14725,0.15136860
14730,0.15149533
14735,0.15147894
14740,0.15142120
14745,0.15147994
14750,0.15145000
14755,0.15146112
14760,0.15142063
14765,0.15157203
14770,0.15149633
14775,0.15146112
14780,0.15150331
14785,0.15145855
14790,0.15148949
14795,0.15149989
14800,0.15144772
14805,0.15153339
14810,0.15140424
14815,0.15146055
14820,0.15143346
14825,0.15138984
14830,0.15150089
14835,0.15141179
14840,0.15145014
14845,0.15142790
14850,0.15145955
14855,0.15149861
14860,0.15148122
14865,0.15156447
14870,0.15149077
14875,0.15148222
14880,0.15150445
14885,0.15149505
14890,0.15148607
14895,0.15143418
14900,0.15144458
14905,0.15144501
14910,0.15152142
14915,0.15145385
14920,0.15149790
14925,0.15149148
14930,0.15156604
14935,0.15212500
14940,0.15152498
14945,0.15122761
14950,0.15122519
14955,0.15237647
14960,0.15036173
14965,0.15192699
14970,0.15133581
14975,0.15158144
14980,0.15153682
14985,0.15157630
14990,0.15192043
14995,0.15134536
15000,0.15186313
15005,0.15152498
15010,0.15164373
15015,0.15160396
15020,0.15140124
15025,0.15185785
15030,0.15120352
15035,0.15169106
15040,0.15116446
15045,0.15176220
15050,0.15136047
15055,0.15149462
15060,0.15144273
15065,0.15146782
15070,0.15175065
15075,0.15125028
15080,0.15171943
15085,0.15140124
15090,0.15173497
15095,0.15135819
15100,0.15163390
15105,0.15157958
15110,0.15136760
15115,0.15170888
15120,0.15141835
15125,0.15152227
15130,0.15132883
15135,0.15159141
15140,0.15137943
15145,0.15134465
15150,0.15161408
15155,0.15133054
15160,0.15157516
15165,0.15137630
15170,0.15159598
15175,0.15146967
15180,0.15142363
15185,0.15160724
15190,0.15148222
15195,0.15160168
15200,0.15145741
15205,0.15151016
15210,0.15142534
15215,0.15150488
15220,0.15150260
15225,0.15151016
15230,0.15148949
15235,0.15143246
15240,0.15151572
15245,0.15148635
15250,0.15149790
15255,0.15154936
15260,0.15148051
15265,0.15153126
15270,0.15146782
15275,0.15146083
15280,0.15150232
15285,0.15153083
15290,0.15140581
15295,0.15149961
15300,0.15159213
15305,0.15142633
15310,0.15147423
15315,0.15140823
15320,0.15151486
15325,0.15149775
15330,0.15143418
15335,0.15150959
15340,0.15145499
15345,0.15146340
15350,0.15147594
15355,0.15144729
15360,0.15142605
15365,0.15146511
15370,0.15144073
15375,0.15150232
15380,0.15149676
15385,0.15151044
15390,0.15146340
15395,0.15152071
15400,0.15139469
15405,0.15145984
15410,0.15141251
15415,0.15151386
15420,0.15145741
15425,0.15155107
15430,0.15147452
15435,0.15150545
15440,0.15147267
15445,0.15145128
15450,0.15144002
15455,0.15142919
15460,0.15146639
15465,0.15147195
15470,0.15146782
15475,0.15146183
15480,0.15151771
15485,0.15148635
15490,0.15145499
15495,0.15147865
15500,0.15145000
15505,0.15141906
15510,0.15149861
15515,0.15154637
15520,0.15150688
15525,0.15147038
15530,0.15148150
15535,0.15147095
15540,0.15144800
15545,0.15145285
15550,0.15161251
15555,0.15151044
15560,0.15151415
15565,0.15147366
15570,0.15152156
15575,0.15157830
15580,0.15154109
15585,0.15154409
15590,0.15154523
15595,0.15156248
15600,0.15146711
15605,0.15145984
15610,0.15159398
15615,0.15148749
