time [ms],value [mm]
15620,0.15152669
15625,0.15146639
15630,0.15156803
15635,0.15152669
15640,0.15153083
15645,0.15160724
15650,0.15147594
15655,0.15154166
15660,0.15155977
15665,0.15147309
15670,0.15152427
15675,0.15150973
15680,0.15149533
15685,0.15149633
15690,0.15156333
15695,0.15154066
15700,0.15155848
15705,0.15157588
15710,0.15162206
15715,0.15157274
15720,0.15155720
15725,0.15157759
15730,0.15150232
15735,0.15151344
15740,0.15150716
15745,0.15151044
15750,0.15154038
15755,0.15155392
15760,0.15157231
15765,0.15159640
15770,0.15156404
15775,0.15160424
15780,0.15154936
15785,0.15157659
15790,0.15154380
15795,0.15153382
15800,0.15153054
15805,0.15152669
15810,0.15151999
15815,0.15156404
15820,0.15153924
15825,0.15150916
15830,0.15155007
15835,0.15149433
15840,0.15151215
15845,0.15153297
15850,0.15149234
15855,0.15148806
15860,0.15147623
15865,0.15150360
15870,0.15152399
15875,0.15148450
15880,0.15148122
15885,0.15149006
15890,0.15155592
15895,0.15156376
15900,0.15153810
15905,0.15165842
15910,0.15163946
15915,0.15166184
15920,0.15166312
15925,0.14875612
15930,0.13434674
15935,0.12145144
15940,0.10941717
15945,0.09965924
15950,0.08916529
15955,0.07463245
15960,0.06321274
15965,0.05374619
15970,0.04767759
15975,0.04443217
15980,0.04236397
15985,0.04165704
15990,0.04151748
15995,0.04157664
16000,0.04167243
16005,0.04206104
16010,0.04412610
16015,0.04957059
16020,0.05752377
16025,0.06601025
16030,0.07440806
16035,0.08041778
16040,0.08537045
16045,0.08886677
16050,0.09021050
16055,0.09036903
16060,0.09036503
16065,0.09032754
16070,0.09029761
16075,0.09042790
16080,0.09036603
16085,0.09046069
16090,0.09050616
16095,0.09040224
16100,0.09036803
16105,0.09039697
16110,0.09051671
16115,0.09045656
16120,0.09044572
16125,0.09043745
16130,0.09039597
16135,0.09051914
16140,0.09040082
16145,0.09052926
16150,0.09047038
16155,0.09055021
16160,0.09021763
16165,0.08868031
16170,0.08852036
16175,0.08854374
16180,0.08858095
16185,0.08857225
16190,0.08844937
16195,0.08852379
16200,0.08846676
16205,0.08845493
16210,0.08851281
16215,0.08862700
16220,0.08890427
16225,0.08926222
16230,0.08961819
16235,0.08973266
16240,0.08967350
16245,0.08975504
16250,0.08981035
16255,0.08981078
16260,0.08973266
16265,0.08981805
16270,0.08988277
16275,0.08982774
16280,0.08990116
16285,0.08985440
16290,0.08991869
16295,0.08997714
16300,0.08991342
16305,0.09000551
16310,0.08995319
16315,0.09646471
16320,0.08703864
16325,0.08671276
16330,0.08687370
16335,0.08676023
16340,0.08674968
16345,0.08663891
16350,0.08665174
16355,0.08657448
16360,0.08662138
16365,0.08670036
16370,0.08678004
16375,0.08728426
16380,0.08806604
16385,0.08875473
16390,0.09002062
16395,0.09075222
16400,0.09094866
16405,0.09101580
16410,0.09099313
16415,0.09102079
16420,0.09112514
16425,0.09111844
16430,0.09109606
16435,0.09105372
16440,0.09111687
16445,0.09112899
16450,0.09113740
16455,0.09113070
16460,0.09112828
16465,0.09111017
16470,0.09115408
16475,0.09073097
16480,0.08696323
16485,0.08668795
16490,0.08678161
16495,0.08660470
16500,0.08667698
16505,0.08659144
16510,0.08660627
16515,0.08663093
16520,0.08666586
16525,0.08681297
16530,0.08698304
16535,0.08731691
16540,0.08791365
16545,0.08840988
16550,0.08917270
16555,0.08992753
16560,0.09131816
16565,0.09194655
16570,0.09216665
16575,0.09203237
16580,0.09207285
16585,0.09219160
16590,0.09210179
16595,0.09232190
16600,0.09207841
16605,0.09227058
16610,0.09223479
16615,0.09215995
16620,0.09207285
16625,0.09211134
16630,0.09218077
16635,0.09206302
16640,0.09210564
16645,0.09204562
16650,0.09211106
16655,0.09208668
16660,0.09216865
16665,0.09204120
16670,0.09220386
16675,0.09212545
16680,0.09207314
16685,0.09218020
16690,0.09211134
16695,0.09212061
16700,0.09216623
16705,0.09207214
16710,0.09210521
16715,0.09215083
16720,0.09207784
16725,0.09217421
16730,0.09212089
16735,0.09209480
16740,0.09224392
16745,0.09251734
16750,0.09261513
16755,0.09257194
16760,0.09252817
16765,0.09265063
16770,0.09262525
16775,0.09262768
16780,0.09263010
16785,0.09270979
16790,0.09261898
16795,0.09276482
16800,0.09273517
16805,0.09275028
16810,0.09262141
16815,0.09278934
16820,0.09273459
16825,0.09264963
16830,0.09285292
16835,0.09271079
16840,0.09128224
16845,0.09091345
16850,0.09105073
16855,0.09103006
16860,0.09079242
16865,0.09087168
16870,0.09083989
16875,0.09091844
16880,0.09099285
16885,0.09116491
16890,0.09143663
16895,0.09182153
16900,0.09204463
16905,0.09224819
16910,0.09239717
16915,0.09228954
16920,0.09241071
16925,0.09230550
16930,0.09233202
16935,0.09241000
16940,0.09232361
16945,0.09247956
16950,0.09240244
16955,0.09232845
16960,0.09239303
16965,0.09241727
16970,0.09245248
16975,0.09247557
16980,0.09253445
16985,0.09247614
16990,0.09246303
16995,0.09252746
17000,0.09259660
17005,0.09261513
17010,0.09260786
17015,0.09260686
17020,0.09244236
17025,0.09253046
17030,0.09245419
17035,0.09245447
17040,0.09247001
17045,0.09258021
17050,0.09250123
17055,0.09241470
17060,0.09252162
17065,0.09251534
17070,0.09265690
17075,0.09244620
17080,0.09256182
17085,0.09255284
17090,0.09250480
17095,0.09251563
17100,0.09246018
17105,0.09268213
17110,0.09247229
17115,0.09254400
17120,0.09253815
17125,0.09255740
17130,0.09253502
17135,0.09264863
17140,0.09261314
17145,0.09224520
17150,0.09202837
17155,0.09163064
17160,0.09154768
17165,0.09143620
17170,0.09128851
17175,0.09106456
17180,0.09100525
17185,0.09086612
17190,0.09069676
17195,0.09064530
17200,0.09051572
17205,0.09044772
17210,0.09039440
17215,0.09044857
17220,0.09051244
17225,0.09066483
17230,0.09074010
17235,0.09083746
17240,0.09090689
17245,0.09097574
17250,0.09117275
17255,0.09127397
17260,0.09136164
17265,0.09145573
17270,0.09160270
17275,0.09186600
17280,0.09194227
17285,0.09200842
17290,0.09203436
17295,0.09203864
17300,0.09202780
17305,0.09190478
17310,0.09171561
17315,0.09143720
17320,0.09110661
17325,0.09072427
17330,0.09005084
17335,0.08883484
17340,0.08434705
17345,0.07077731
17350,0.04986468
17355,0.02391713
17360,-0.01232495
17365,-0.05215842
17370,-0.09670472
17375,-0.14061037
17380,-0.20105669
17385,-0.24930530
17390,-0.29347425
17395,-0.33047008
17400,-0.37551055
17405,-0.39711408
17410,-0.40555337
17415,-0.40574062
17420,-0.40519848
17425,-0.40447202
17430,-0.40286712
17435,-0.39934194
17440,-0.38162654
17445,-0.33502566
17450,-0.28272954
17455,-0.22921642
17460,-0.18137260
17465,-0.13217001
17470,-0.08928413
17475,-0.05048667
17480,-0.02179178
17485,0.00099873
17490,0.02367806
17495,0.03743169
17500,0.04697351
17505,0.05598303
17510,0.06207971
17515,0.06593056
17520,0.06837996
17525,0.07109906
17530,0.07155367
17535,0.07146928
17540,0.07149879
17545,0.07071673
17550,0.07032826
17555,0.06922046
17560,0.06561566
17565,0.05466410
17570,0.03044290
17575,-0.00804443
17580,-0.05504660
17585,-0.10485192
17590,-0.14743016
17595,-0.22009892
17600,-0.27674840
17605,-0.32847608
17610,-0.37877942
17615,-0.41888596
17620,-0.43900035
17625,-0.45245169
17630,-0.45959979
17635,-0.46232161
17640,-0.46202809
17645,-0.46114339
17650,-0.45908224
17655,-0.45093897
17660,-0.43251821
17665,-0.38436019
17670,-0.34079133
17675,-0.29169701
17680,-0.24469212
17685,-0.19890973
17690,-0.14966437
17695,-0.10244130
17700,-0.06102025
17705,-0.03375306
17710,-0.01077465
17715,0.00821391
17720,0.02561781
17725,0.03498529
17730,0.04148056
17735,0.04557133
17740,0.04729896
17745,0.04731864
17750,0.04682939
17755,0.04588624
17760,0.04443802
17765,0.03978044
17770,0.02364641
17775,-0.01322633
17780,-0.06939340
17785,-0.12354510
17790,-0.19139676
17795,-0.26194200
17800,-0.32101080
17805,-0.38026022
17810,-0.43002505
17815,-0.45604103
17820,-0.47148801
17825,-0.48532126
17830,-0.49182130
17835,-0.49252859
17840,-0.49186043
17845,-0.49064079
17850,-0.48775910
17855,-0.47553203
17860,-0.45124596
17865,-0.39216889
17870,-0.33880681
17875,-0.28024929
17880,-0.22787875
17885,-0.17417646
17890,-0.11937834
17895,-0.07222869
17900,-0.03949820
17905,-0.01415650
17910,0.00489336
17915,0.02212620
17920,0.02954194
17925,0.03366109
17930,0.03497973
17935,0.03501950
17940,0.03440495
17945,0.03352253
17950,0.03160088
17955,0.02487553
17960,0.00539045
17965,-0.03451958
17970,-0.09445890
17975,-0.13943913
17980,-0.21317727
17985,-0.27623948
17990,-0.33817322
17995,-0.39168755
18000,-0.42989611
18005,-0.44963978
18010,-0.45863847
18015,-0.46201526
18020,-0.46216366
18025,-0.46137304
18030,-0.45995540
18035,-0.45383349
18040,-0.43759226
18045,-0.39179646
18050,-0.34359240
18055,-0.29535905
18060,-0.24448976
18065,-0.20216213
18070,-0.15548627
18075,-0.11119258
18080,-0.07112816
18085,-0.04121770
18090,-0.01664296
18095,0.00107671
18100,0.01696739
18105,0.02609424
18110,0.02891698
18115,0.02999043
18120,0.03002036
18125,0.02964017
18130,0.02891784
18135,0.02730838
18140,0.02062822
18145,-0.00198396
18150,-0.04915363
18155,-0.11266226
18160,-0.16958046
18165,-0.26130014
18170,-0.33117117
18175,-0.41391519
18180,-0.45852827
18185,-0.48608557
18190,-0.50729457
18195,-0.52547712
18200,-0.53640701
18205,-0.54109196
18210,-0.54149161
18215,-0.54073692
18220,-0.53954466
18225,-0.53645469
18230,-0.52251189
18235,-0.49330730
18240,-0.44849948
18245,-0.38509549
18250,-0.33124687
18255,-0.27500573
18260,-0.22613144
18265,-0.18350152
18270,-0.13800766
18275,-0.09919652
18280,-0.07167002
18285,-0.04900666
18290,-0.03155343
18295,-0.02237712
18300,-0.01787706
18305,-0.01612748
18310,-0.01604850
18315,-0.01665450
18320,-0.01742473
18325,-0.01973356
18330,-0.03097593
18335,-0.06192463
18340,-0.11297774
18345,-0.16298798
18350,-0.24376572
18355,-0.31710435
18360,-0.40968592
18365,-0.47142721
18370,-0.50659512
18375,-0.53871819
18380,-0.56686574
18385,-0.58192090
18390,-0.58875017
18395,-0.58896900
18400,-0.58758029
18405,-0.58477130
18410,-0.57190558
18415,-0.53810299
18420,-0.48811577
18425,-0.41930144
18430,-0.34442899
18435,-0.27914911
18440,-0.22175548
18445,-0.17135671
18450,-0.11816441
18455,-0.07339480
18460,-0.03922919
18465,-0.01636426
18470,0.00274305
18475,0.01722471
18480,0.02571247
18485,0.02854548
18490,0.02880807
18495,0.02846023
18500,0.02778267
18505,0.02631890
18510,0.02132176
18515,0.00400866
18520,-0.03834022
18525,-0.10682004
18530,-0.17176463
18535,-0.26637883
18540,-0.33720890
18545,-0.42397549
18550,-0.46880903
18555,-0.49728781
18560,-0.52086787
18565,-0.54016713
18570,-0.54716119
18575,-0.54745408
18580,-0.54623579
18585,-0.54350942
18590,-0.53029529
18595,-0.49511611
18600,-0.43718234
18605,-0.36311369
18610,-0.30678866
18615,-0.24363336
18620,-0.19393232
18625,-0.14479388
18630,-0.10362045
18635,-0.06779479
18640,-0.04225665
18645,-0.02444973
18650,-0.01194361
18655,-0.00501997
18660,-0.00182401
18665,-0.00160818
18670,-0.00184283
18675,-0.00269446
18680,-0.00432344
18685,-0.01259965
18690,-0.04063009
18695,-0.09677935
18700,-0.15723514
18705,-0.25264723
18710,-0.34111935
18715,-0.44521642
18720,-0.49230228
18725,-0.52721915
18730,-0.56018351
18735,-0.58913871
18740,-0.60154219
18745,-0.60717592
18750,-0.60699958
18755,-0.60562207
18760,-0.60375038
18765,-0.59607362
18770,-0.57232576
18775,-0.53046636
18780,-0.48172472
18785,-0.42141754
18790,-0.35746585
18795,-0.29713593
18800,-0.23464979
18805,-0.18171901
18810,-0.12344702
18815,-0.07032087
18820,-0.02645207
18825,0.00188629
18830,0.02779934
18835,0.04676124
18840,0.05955890
18845,0.06948305
18850,0.07411497
18855,0.07479468
18860,0.07548564
18865,0.07566156
18870,0.07619315
18875,0.07638531
18880,0.07667456
18885,0.07697592
18890,0.07725618
18895,0.07749511
18900,0.07762669
18905,0.07785577
18910,0.07793104
18915,0.07835016
18920,0.07842871
18925,0.07873178
18930,0.07870840
18935,0.07893250
18940,0.07901347
18945,0.07922958
18950,0.07933222
18955,0.07943187
18960,0.07951227
18965,0.07965754
18970,0.07976274
18975,0.07985740
18980,0.08001749
18985,0.07997101
18990,0.08013495
18995,0.08016560
19000,0.08022876
19005,0.08033268
19010,0.08048863
19015,0.08053368
19020,0.08068807
19025,0.08066227
19030,0.08071287
19035,0.08077032
19040,0.08084132
19045,0.08098373
19050,0.08101965
19055,0.08101894
19060,0.08110676
19065,0.08120883
19070,0.08124703
19075,0.08120156
19080,0.08133028
19085,0.08136549
19090,0.08139600
19095,0.08141710
19100,0.08153642
19105,0.08158446
19110,0.08164804
19115,0.08169152
19120,0.08163350
19125,0.08173258
19130,0.08179530
19135,0.08171832
19140,0.08190493
19145,0.08188311
19150,0.08188126
19155,0.08193059
19160,0.08193814
19165,0.08198547
19170,0.08207927
19175,0.08202439
19180,0.08212731
19185,0.08217207
19190,0.08212332
19195,0.08223295
19200,0.08233259
19205,0.08228526
19210,0.08222682
19215,0.08227799
19220,0.08247016
19225,0.08238762
19230,0.08244379
19235,0.08240344
19240,0.08242511
19245,0.08254286
19250,0.08259019
19255,0.08245433
19260,0.08260901
19265,0.08248527
19270,0.08268756
19275,0.08275769
19280,0.08270010
19285,0.08270609
19290,0.08261200
19295,0.08278407
19300,0.08282085
19305,0.08274786
19310,0.08289825
19315,0.08278207
19320,0.08291265
19325,0.08292021
19330,0.08284822
19335,0.08292577
19340,0.08297381
19345,0.08288671
19350,0.08298079
19355,0.08305606
19360,0.08302128
19365,0.08310182
19370,0.08312848
19375,0.08297281
19380,0.08307816
19385,0.08315913
19390,0.08313204
19395,0.08299391
19400,0.08308329
19405,0.08319534
19410,0.08314202
19415,0.08321102
19420,0.08330226
19425,0.08316469
19430,0.08320019
19435,0.08313376
19440,0.08324823
19445,0.08330311
19450,0.08329883
19455,0.08339192
19460,0.08335358
19465,0.08343284
19470,0.08343968
19475,0.08330853
19480,0.08344467
19485,0.08342158
19490,0.08349428
19495,0.08339820
19500,0.08348473
19505,0.08344396
19510,0.08364710
19515,0.08347190
19520,0.08356769
19525,0.08339036
19530,0.08365551
19535,0.08351965
19540,0.08356171
19545,0.08367989
19550,0.08352493
19555,0.08355244
19560,0.08371866
19565,0.08361231
19570,0.08365451
19575,0.08366506
19580,0.08365309
19585,0.08359635
19590,0.08369799
19595,0.08368017
19600,0.08377397
19605,0.08369528
19610,0.08380876
19615,0.08372137
19620,0.08369756
19625,0.08385195
19630,0.08394076
19635,0.08376485
19640,0.08390798
19645,0.08394561
19650,0.08394105
19655,0.08382201
19660,0.08399080
19665,0.08377355
19670,0.08390484
19675,0.08404483
19680,0.08400449
19685,0.08384283
19690,0.08401746
19695,0.08407035
19700,0.08392009
19705,0.08396414
19710,0.08394148
19715,0.08405039
19720,0.08392195
19725,0.08406878
19730,0.08402601
19735,0.08396443
19740,0.08412922
19745,0.08406550
19750,0.08410000
19755,0.08403884
19760,0.08414276
19765,0.08422459
19770,0.08407562
19775,0.08413578
19780,0.08405424
19785,0.08423457
19790,0.08417142
19795,0.08407377
19800,0.08422402
19805,0.08416515
19810,0.08425310
19815,0.08426508
19820,0.08422146
19825,0.08432210
19830,0.08416016
19835,0.08419052
19840,0.08420135
19845,0.08421319
19850,0.08425695
19855,0.08429943
19860,0.08432281
19865,0.08425210
19870,0.08425324
19875,0.08424583
19880,0.08421091
19885,0.08427962
19890,0.08444441
19895,0.08436772
19900,0.08440792
19905,0.08438653
19910,0.08446095
19915,0.08433051
19920,0.08438169
19925,0.08440036
19930,0.08443885
19935,0.08447335
19940,0.08432338
19945,0.08449801
19950,0.08443814
19955,0.08439808
19960,0.08437399
19965,0.08455033
19970,0.08445924
19975,0.08450628
19980,0.08455404
19985,0.08457314
19990,0.08451441
19995,0.08461491
20000,0.08447050
20005,0.08460179
20010,0.08451227
20015,0.08459410
20020,0.08464912
20025,0.08452610
20030,0.08467835
